CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C12750,6001.43,1.00,0.00,0.00,0.00,2404.83,0.00,0.00,0.00,0.17,2,0,9000,1369.89,1791.25,0.00,12
C12751,1127.14,1.00,185.00,140.00,45.00,737.62,0.17,0.17,0.17,0.17,2,4,6100,2166.39,311.34,0.00,12
C12752,41.22,0.36,221.48,221.48,0.00,0.00,0.25,0.25,0.00,0.00,0,4,13500,1242.51,167.54,0.67,12
C12753,1565.58,1.00,0.00,0.00,0.00,2676.48,0.00,0.00,0.00,0.33,6,0,3000,3418.68,477.67,0.09,12
C12754,5459.79,1.00,262.00,0.00,262.00,4212.52,0.75,0.00,0.75,0.75,19,9,7000,1733.83,1511.48,0.00,12
C12755,166.30,0.91,449.26,449.26,0.00,7894.58,1.00,1.00,0.00,0.08,1,12,9000,662.95,183.28,0.18,12
C12756,19.29,1.00,283.80,0.00,283.80,0.00,0.67,0.00,0.67,0.00,0,12,2000,267.97,173.82,0.75,12
C12757,2478.09,0.73,531.48,0.00,531.48,6394.92,0.33,0.00,0.25,0.08,1,7,7000,11480.87,772.60,0.25,12
C12758,5425.94,1.00,209.90,0.00,209.90,8223.64,0.50,0.00,0.42,0.50,15,6,7000,7723.42,1274.18,0.08,12
C12759,5239.38,0.63,0.00,0.00,0.00,9798.17,0.00,0.00,0.00,0.13,1,0,10000,1345.58,2011.81,0.00,8
C12760,142.28,0.91,164.68,32.74,131.94,0.00,0.83,0.08,0.67,0.00,0,10,2500,539.76,141.43,0.00,12
C12761,4192.14,1.00,450.00,450.00,0.00,2480.75,0.08,0.08,0.00,0.17,4,1,4500,1271.40,3642.62,0.00,12
C12762,2712.00,1.00,600.00,600.00,0.00,5352.99,0.83,0.83,0.00,0.58,8,10,5000,1536.48,841.25,0.10,12
C12763,432.79,1.00,540.13,315.30,224.83,0.00,0.67,0.17,0.50,0.00,0,13,6500,737.52,163.95,0.00,12
C12764,127.81,1.00,2802.08,2213.43,588.65,0.00,1.00,1.00,0.58,0.00,0,36,6500,2384.65,160.55,0.36,12
C12765,374.28,1.00,3589.05,3138.48,450.57,0.00,1.00,0.83,0.50,0.00,0,31,6000,3493.19,173.11,0.64,12
C12766,20.76,0.82,548.01,0.00,548.01,0.00,0.67,0.00,0.58,0.00,0,8,1900,1049.64,55.51,0.00,12
C12767,2061.84,1.00,0.00,0.00,0.00,4320.77,0.00,0.00,0.00,0.50,12,0,4000,5451.60,556.33,0.20,12
C12768,1744.96,1.00,0.00,0.00,0.00,198.30,0.00,0.00,0.00,0.25,5,0,1800,525.46,539.96,0.00,12
C12769,2241.09,0.91,1260.00,0.00,1260.00,2992.62,0.33,0.00,0.25,0.17,2,4,6000,4582.17,654.52,0.11,12
C12770,2857.60,0.64,0.00,0.00,0.00,5423.55,0.00,0.00,0.00,0.17,3,0,6000,10794.67,2053.14,0.17,12
C12771,1530.73,1.00,0.00,0.00,0.00,59.67,0.00,0.00,0.00,0.08,1,0,1600,347.03,526.38,0.00,12
C12772,337.48,1.00,0.00,0.00,0.00,1620.67,0.00,0.00,0.00,0.42,9,0,3000,978.29,216.74,0.00,12
C12773,5145.09,1.00,1975.72,679.30,1296.42,11834.21,0.83,0.33,0.83,0.33,8,33,13500,9059.24,1748.46,0.00,12
C12774,4659.39,1.00,1754.19,764.16,990.03,1248.15,1.00,0.50,1.00,0.33,10,32,9500,1042.24,1060.46,0.00,12
C12775,2416.56,1.00,2266.01,1291.62,974.39,0.00,0.92,0.75,0.67,0.00,0,46,4000,4075.88,1439.22,0.00,12
C12776,1467.21,0.64,107.00,107.00,0.00,5203.61,0.08,0.08,0.00,0.17,6,1,6000,268.31,569.62,0.00,12
C12777,1555.05,1.00,168.00,0.00,168.00,0.00,0.33,0.00,0.25,0.00,0,6,1500,192.95,13453.34,0.00,12
C12778,127.06,0.82,453.30,330.80,122.50,0.00,0.58,0.42,0.17,0.00,0,9,7000,593.97,127.19,0.17,12
C12779,259.62,1.00,377.79,290.29,87.50,0.00,0.67,0.25,0.58,0.00,0,10,1500,1575.02,212.40,0.00,12
C12780,28.45,0.55,166.20,166.20,0.00,0.00,0.25,0.25,0.00,0.00,0,3,5500,236.02,97.53,0.18,12
C12781,0.02,0.09,188.02,0.00,188.02,0.00,0.50,0.00,0.50,0.00,0,6,7500,129.79,,0.00,12
C12782,1258.77,1.00,142.00,42.00,100.00,0.00,0.17,0.08,0.08,0.00,0,2,1200,300.67,6720.69,0.00,12
C12783,2865.39,1.00,0.00,0.00,0.00,965.18,0.00,0.00,0.00,0.42,7,0,6500,1186.91,726.99,0.00,12
C12784,276.45,1.00,1429.39,100.00,1329.39,0.00,1.00,0.08,1.00,0.00,0,21,2800,1296.04,193.61,0.10,12
C12786,2878.53,1.00,0.00,0.00,0.00,1563.52,0.00,0.00,0.00,0.25,4,0,3000,653.31,897.55,0.00,12
C12787,499.41,1.00,6636.91,6157.74,479.17,109.21,1.00,0.58,1.00,0.08,1,44,8000,4290.96,206.81,0.80,12
C12788,2489.06,1.00,0.00,0.00,0.00,1668.40,0.00,0.00,0.00,0.17,2,0,3000,1209.42,708.56,0.00,12
C12789,44.46,0.55,154.86,0.00,154.86,0.00,0.42,0.00,0.42,0.00,0,5,2500,182.66,79.97,0.00,12
C12790,201.46,1.00,2364.85,2364.85,0.00,0.00,1.00,1.00,0.00,0.00,0,13,5000,1883.76,134.46,0.44,12
C12791,2508.85,1.00,0.00,0.00,0.00,58.98,0.00,0.00,0.00,0.17,1,0,6000,454.18,373.24,0.00,6
C12792,35.94,0.82,425.67,257.72,167.95,0.00,0.33,0.08,0.17,0.00,0,4,6500,439.69,126.90,0.00,12
C12793,440.19,1.00,985.20,531.00,454.20,1055.50,0.92,0.25,0.92,0.33,12,19,6000,1670.87,191.62,0.08,12
C12794,783.55,0.78,175.80,175.80,0.00,2052.88,0.44,0.44,0.00,0.44,6,5,2500,1647.89,219.38,0.00,9
C12795,511.57,0.73,2938.32,1685.35,1252.97,0.00,0.67,0.50,0.58,0.00,0,69,7500,832.59,265.12,0.17,12
C12796,5901.59,1.00,1704.95,1141.55,563.40,0.00,0.58,0.25,0.33,0.00,0,9,8000,1886.69,1474.41,0.00,12
C12797,210.62,1.00,290.00,0.00,290.00,0.00,0.83,0.00,0.83,0.00,0,10,2700,239.01,171.36,0.00,12
C12798,168.47,0.45,0.00,0.00,0.00,866.59,0.00,0.00,0.00,0.25,4,0,1200,653.51,69.54,0.00,12
C12799,1136.80,1.00,869.38,391.86,477.52,0.00,1.00,1.00,0.50,0.00,0,23,7000,1785.24,418.49,0.00,12
C12800,738.96,1.00,0.00,0.00,0.00,1561.13,0.00,0.00,0.00,0.33,6,0,1500,1979.19,198.85,0.10,12
C12801,858.18,0.91,3034.74,2214.86,819.88,418.13,1.00,0.83,1.00,0.17,2,42,6500,5159.90,312.17,0.18,12
C12802,2065.04,1.00,1462.60,1262.60,200.00,0.00,0.58,0.33,0.42,0.00,0,17,3500,3587.27,533.02,0.08,12
C12803,16.05,0.55,127.00,127.00,0.00,0.00,0.17,0.17,0.00,0.00,0,2,4500,190.20,141.38,0.00,12
C12804,2263.80,0.88,320.00,320.00,0.00,4510.24,0.50,0.50,0.00,0.88,15,5,10000,5215.48,502.89,0.00,8
C12805,1527.91,1.00,0.00,0.00,0.00,2918.22,0.00,0.00,0.00,0.33,4,0,6500,337.50,337.87,0.00,12
C12806,5266.12,1.00,9030.08,6345.65,2684.43,0.00,0.92,0.25,0.83,0.00,0,28,6000,7973.98,6567.29,0.08,12
C12807,6804.19,1.00,640.03,227.60,412.43,1898.32,0.42,0.42,0.42,0.17,4,20,7100,1891.67,1979.44,0.00,12
C12808,2836.61,1.00,0.00,0.00,0.00,2025.02,0.00,0.00,0.00,0.25,8,0,3000,508.05,855.02,0.00,12
C12809,21.33,0.55,512.35,0.00,512.35,0.00,1.00,0.00,1.00,0.00,0,18,2000,716.30,99.22,0.55,12
C12810,259.16,1.00,1971.90,1580.98,390.92,19.40,0.83,0.50,0.50,0.08,1,20,1800,2170.92,167.05,0.17,12
C12811,414.20,0.91,794.53,794.53,0.00,0.00,0.09,0.09,0.00,0.00,0,9,2000,814.34,150.28,0.10,11
C12812,141.78,0.55,1401.40,0.00,1401.40,0.00,1.00,0.00,1.00,0.00,0,47,1500,2759.95,673.10,0.00,12
C12813,30.53,0.36,360.10,192.00,168.10,0.00,0.33,0.08,0.25,0.00,0,6,1500,872.54,177.18,1.00,12
C12814,1198.76,1.00,0.00,0.00,0.00,57.65,0.00,0.00,0.00,0.08,2,0,1200,128.40,7464.33,0.00,12
C12815,6187.22,1.00,2029.03,1044.28,984.75,5933.13,0.92,0.42,0.75,0.50,13,20,15000,8518.85,1591.42,0.00,12
C12816,45.63,0.55,0.00,0.00,0.00,385.95,0.00,0.00,0.00,0.25,3,0,10000,256.79,116.20,0.10,12
C12818,358.01,0.55,0.00,0.00,0.00,1795.20,0.00,0.00,0.00,0.08,1,0,1950,4702.66,501.49,0.25,12
C12819,810.52,0.73,985.33,856.09,129.24,0.00,0.42,0.17,0.17,0.00,0,10,5500,5964.05,502.62,0.09,12
C12820,2910.43,1.00,0.00,0.00,0.00,2121.50,0.00,0.00,0.00,0.33,6,0,7500,3855.51,749.96,0.00,12
C12821,6784.26,1.00,12.64,0.00,12.64,4516.16,0.08,0.00,0.08,0.42,13,1,10000,10813.83,1661.52,0.08,12
C12822,229.30,1.00,2099.89,2099.89,0.00,0.00,1.00,1.00,0.00,0.00,0,14,3000,2470.26,176.36,0.00,12
C12823,1465.72,1.00,555.71,113.45,442.26,1304.05,1.00,0.17,0.92,0.25,4,16,1800,566.36,585.81,0.00,12
C12824,2316.00,1.00,3643.93,2971.80,672.13,780.46,0.92,0.58,0.83,0.08,1,36,7500,1256.70,680.44,0.00,12
C12825,4202.17,1.00,462.00,462.00,0.00,4776.10,0.17,0.17,0.00,0.42,10,2,8000,1010.80,1541.76,0.00,12
C12826,2085.01,1.00,198.27,198.27,0.00,0.00,0.17,0.17,0.00,0.00,0,2,8000,748.55,524.18,0.00,12
C12827,51.79,1.00,800.11,50.59,749.52,92.97,1.00,0.17,1.00,0.08,1,14,4000,877.52,183.61,0.92,12
C12828,13.36,0.43,238.90,0.00,238.90,0.00,0.86,0.00,0.71,0.00,0,9,1000,197.86,68.75,1.00,7
C12829,1141.35,1.00,6003.86,3474.35,2529.51,0.00,1.00,0.92,1.00,0.00,0,110,2500,6848.24,287.31,0.08,12
C12830,766.26,1.00,1462.73,1100.23,362.50,0.00,0.67,0.50,0.42,0.00,0,26,6000,202.56,195.31,0.00,12
C12831,155.57,1.00,1303.78,207.09,1096.69,0.00,0.92,0.25,0.92,0.00,0,24,10000,1392.74,176.25,0.08,12
C12832,1168.69,1.00,0.00,0.00,0.00,1027.97,0.00,0.00,0.00,0.33,4,0,5000,588.93,287.74,0.00,12
C12833,78.03,0.45,377.07,377.07,0.00,367.67,0.25,0.25,0.00,0.08,2,8,1500,1547.27,157.18,0.25,12
C12834,6671.45,1.00,369.52,369.52,0.00,2578.60,0.58,0.58,0.00,0.25,7,7,7500,1303.26,3772.05,0.00,12
C12835,3057.55,1.00,0.00,0.00,0.00,2037.65,0.00,0.00,0.00,0.25,3,0,12500,7265.98,847.17,0.00,12
C12836,343.00,1.00,3429.49,2789.85,639.64,0.00,1.00,1.00,0.67,0.00,0,40,10500,2700.23,211.72,0.42,12
C12837,4360.25,1.00,703.23,703.23,0.00,0.00,1.00,1.00,0.00,0.00,0,12,4500,1372.42,1377.10,0.00,12
C12838,2900.67,1.00,3056.73,260.68,2796.05,0.00,1.00,0.25,1.00,0.00,0,54,10000,5402.93,671.85,0.00,12
C12839,3569.83,1.00,3056.06,1994.34,1061.72,0.00,1.00,1.00,0.83,0.00,0,50,8500,2333.31,899.22,0.00,12
C12840,3412.60,1.00,3790.29,1516.30,2273.99,1384.95,1.00,0.75,1.00,0.33,4,110,9500,3362.91,915.74,0.00,12
C12841,1519.40,1.00,0.00,0.00,0.00,1825.20,0.00,0.00,0.00,0.33,11,0,2000,412.13,527.79,0.00,12
C12842,1388.83,1.00,974.42,901.92,72.50,1563.65,1.00,1.00,0.40,0.60,25,33,1500,1071.87,757.90,0.00,10
C12843,12.31,0.64,107.41,0.00,107.41,0.00,0.50,0.00,0.42,0.00,0,6,2500,128.57,91.32,0.56,12
C12844,300.14,1.00,2366.36,555.00,1811.36,0.00,1.00,0.17,1.00,0.00,0,23,4000,2324.53,184.88,0.67,12
C12845,267.88,0.45,129.00,129.00,0.00,2496.79,0.08,0.08,0.00,0.25,3,1,12000,1974.29,72.93,0.09,12
C12846,179.88,1.00,828.00,0.00,828.00,0.00,1.00,0.00,1.00,0.00,0,12,1000,649.95,152.78,0.30,12
C12847,49.90,0.73,790.65,538.01,252.64,0.00,0.75,0.33,0.58,0.00,0,17,4000,680.17,145.25,0.18,12
C12848,468.14,0.55,0.00,0.00,0.00,1478.62,0.00,0.00,0.00,0.08,1,0,1500,3198.44,260.25,0.25,12
C12849,1197.05,1.00,298.51,97.50,201.01,1362.14,0.64,0.09,0.45,0.09,2,8,1700,2048.90,486.58,0.11,11
C12850,2632.47,1.00,0.00,0.00,0.00,535.96,0.00,0.00,0.00,0.25,4,0,3000,737.93,736.75,0.00,12
C12851,24.48,1.00,90.00,0.00,90.00,0.00,0.50,0.00,0.50,0.00,0,6,2500,128.87,124.84,0.00,12
C12852,1391.33,1.00,530.50,530.50,0.00,0.00,0.25,0.25,0.00,0.00,0,3,1600,573.87,482.50,0.00,12
C12853,2748.87,1.00,598.50,598.50,0.00,0.00,0.33,0.33,0.00,0.00,0,34,2000,518.30,28483.25,0.00,12
C12854,1525.27,1.00,133.40,0.00,133.40,0.00,0.33,0.00,0.33,0.00,0,4,1500,568.45,758.08,0.00,12
C12855,149.35,1.00,1424.40,1330.91,93.49,0.00,1.00,1.00,0.08,0.00,0,17,5000,1214.68,179.37,0.75,12
C12857,1364.39,1.00,786.00,646.00,140.00,0.00,0.50,0.17,0.42,0.00,0,10,5000,599.44,323.62,0.00,12
C12858,2274.99,1.00,1794.82,1618.72,176.10,2373.65,1.00,1.00,0.42,0.42,5,30,7000,722.12,505.65,0.00,12
C12859,2611.49,1.00,0.00,0.00,0.00,2527.24,0.00,0.00,0.00,0.58,16,0,6500,1155.29,726.01,0.00,12
C12860,11930.78,1.00,37.03,0.00,37.03,5171.71,0.25,0.00,0.25,0.50,14,3,14000,3042.93,2791.68,0.00,12
C12861,95.84,0.82,1210.95,201.99,1008.96,0.00,0.75,0.25,0.67,0.00,0,21,8000,1110.84,127.36,0.73,12
C12862,2518.25,1.00,1086.17,1013.17,73.00,487.26,0.75,0.58,0.25,0.25,7,17,3000,708.69,1030.27,0.00,12
C12863,6380.47,1.00,4381.33,2080.87,2300.46,0.00,0.67,0.42,0.50,0.00,0,45,11500,1297.41,2129.18,0.00,12
C12864,937.05,1.00,2003.98,455.62,1548.36,0.00,1.00,0.17,1.00,0.00,0,49,1200,1033.88,725.20,0.00,12
C12865,1693.29,1.00,90.00,90.00,0.00,432.82,0.08,0.08,0.00,0.25,3,1,1800,350.71,666.12,0.00,12
C12866,111.90,1.00,1554.86,1499.12,55.74,0.00,0.83,0.83,0.08,0.00,0,25,4000,1411.67,128.36,0.27,12
C12867,13.93,0.27,462.78,422.78,40.00,0.00,0.25,0.25,0.08,0.00,0,17,2000,1047.09,119.33,1.00,12
C12868,3003.71,1.00,349.45,0.00,349.45,0.00,0.64,0.00,0.64,0.00,0,7,2750,195.83,26378.91,0.00,11
C12869,13.75,0.18,214.38,214.38,0.00,0.00,0.08,0.08,0.00,0.00,0,1,1500,1458.24,178.67,0.00,12
C12871,176.48,0.55,600.00,600.00,0.00,0.00,0.08,0.08,0.00,0.00,0,1,1500,690.48,77.30,0.00,12
C12872,2124.72,1.00,1006.01,686.01,320.00,0.00,0.25,0.17,0.17,0.00,0,10,5000,583.21,579.88,0.00,12
C12873,6043.93,1.00,0.00,0.00,0.00,538.04,0.00,0.00,0.00,0.58,17,0,6500,1454.55,3032.25,0.00,12
C12874,801.51,1.00,1697.02,1217.02,480.00,0.00,1.00,1.00,1.00,0.00,0,40,5500,959.35,296.56,0.00,12
C12875,2791.65,1.00,0.00,0.00,0.00,229.42,0.00,0.00,0.00,0.27,3,0,3000,548.07,1298.98,0.00,11
C12876,1452.87,1.00,93.34,0.00,93.34,0.00,0.33,0.00,0.33,0.00,0,4,1500,361.63,995.23,0.00,12
C12877,5311.50,1.00,2339.79,2339.79,0.00,5930.12,1.00,1.00,0.00,0.25,8,12,6500,6865.06,1486.66,0.00,12
C12878,58.14,0.40,0.00,0.00,0.00,151.73,0.00,0.00,0.00,0.10,1,0,1200,79.97,136.40,0.00,10
C12879,1738.45,1.00,0.00,0.00,0.00,187.67,0.00,0.00,0.00,0.25,3,0,7000,500.13,407.85,0.00,12
C12880,115.38,1.00,448.15,448.15,0.00,0.00,1.00,1.00,0.00,0.00,0,13,9000,423.56,174.87,0.00,12
C12881,1615.44,1.00,2610.29,2406.97,203.32,884.57,0.92,0.67,0.33,0.25,3,39,3600,689.41,383.57,0.00,12
C12883,111.79,1.00,1157.94,943.94,214.00,0.00,1.00,1.00,0.58,0.00,0,22,7000,1209.84,179.36,0.92,12
C12884,11.43,0.09,250.00,250.00,0.00,0.00,0.08,0.08,0.00,0.00,0,1,1800,1445.84,84.42,0.00,12
C12885,169.02,1.00,4769.98,1164.35,3605.63,0.00,1.00,0.58,1.00,0.00,0,56,4500,3998.40,178.55,1.00,12
C12886,1016.58,1.00,120.00,0.00,120.00,0.00,0.50,0.00,0.50,0.00,0,9,1000,358.03,853.50,0.00,12
C12887,111.73,0.45,824.10,824.10,0.00,344.29,0.17,0.17,0.00,0.08,2,9,6500,2961.85,143.14,1.00,12
C12888,2486.19,1.00,2869.17,1761.23,1107.94,0.00,0.83,0.50,0.67,0.00,0,41,5500,718.69,596.13,0.00,12
C12889,2728.08,1.00,155.32,0.00,155.32,713.75,0.33,0.00,0.25,0.17,2,4,4500,630.56,945.63,0.00,12
C12890,467.22,1.00,1110.17,640.17,470.00,814.09,0.42,0.08,0.33,0.25,3,6,4000,2514.12,185.12,0.25,12
C12891,165.19,1.00,206.32,0.00,206.32,0.00,0.83,0.00,0.83,0.00,0,10,3000,271.23,162.99,0.00,12
C12892,2414.44,1.00,689.40,689.40,0.00,1156.61,1.00,1.00,0.00,0.25,3,12,8500,1582.89,610.76,0.00,12
C12893,2432.28,1.00,7156.11,5921.26,1234.85,1543.73,0.83,0.83,0.67,0.17,3,198,9500,1914.83,621.42,0.08,12
C12894,1485.08,1.00,48.22,48.22,0.00,106.22,0.08,0.08,0.00,0.08,1,1,1700,338.53,542.82,0.00,12
C12895,1723.64,1.00,660.61,437.08,223.53,144.15,0.75,0.42,0.58,0.08,1,16,2000,396.21,476.23,0.00,12
C12896,1738.80,1.00,395.00,395.00,0.00,0.00,0.17,0.17,0.00,0.00,0,2,6000,566.49,457.01,0.00,12
C12897,1912.69,0.67,0.00,0.00,0.00,9553.96,0.00,0.00,0.00,0.17,1,0,10000,19998.39,637.00,0.50,6
C12898,302.14,1.00,3612.24,3340.05,272.19,0.00,1.00,1.00,0.08,0.00,0,35,10500,2866.25,192.52,1.00,12
C12899,185.73,0.82,456.05,0.00,456.05,0.00,0.42,0.00,0.33,0.00,0,8,3000,446.66,160.23,0.00,12
C12900,2269.80,0.71,0.00,0.00,0.00,3359.84,0.00,0.00,0.00,0.14,3,0,3500,403.64,967.01,0.00,7
C12901,750.07,1.00,311.20,311.20,0.00,0.00,0.17,0.17,0.00,0.00,0,4,1000,544.18,181.24,0.00,12
C12902,2287.85,0.91,0.00,0.00,0.00,1176.12,0.00,0.00,0.00,0.17,7,0,6000,3532.76,551.98,0.00,12
C12903,7.82,0.27,170.02,0.00,170.02,0.00,0.50,0.00,0.50,0.00,0,6,2000,373.03,73.30,0.50,12
C12904,877.60,1.00,7786.40,215.00,7571.40,0.00,1.00,0.08,1.00,0.00,0,68,6500,7328.49,2494.78,0.92,12
C12905,11642.60,1.00,15108.47,2370.00,12738.47,0.00,1.00,0.50,1.00,0.00,0,298,12000,16005.45,11652.57,0.00,12
C12906,2893.14,1.00,0.00,0.00,0.00,1188.13,0.00,0.00,0.00,0.17,4,0,4000,877.65,928.78,0.00,12
C12907,1589.08,1.00,0.00,0.00,0.00,1527.09,0.00,0.00,0.00,0.43,4,0,2000,287.35,411.73,0.00,7
C12908,2540.71,1.00,844.38,844.38,0.00,197.62,0.50,0.50,0.00,0.08,1,11,7000,576.31,532.65,0.00,12
C12909,1023.12,1.00,1537.93,1093.67,444.26,247.04,0.75,0.58,0.58,0.08,1,25,9000,1070.15,235.24,0.00,12
C12910,3937.88,1.00,0.00,0.00,0.00,1767.10,0.00,0.00,0.00,0.25,3,0,12000,2108.79,1046.61,0.00,12
C12911,1079.01,1.00,0.00,0.00,0.00,1259.57,0.00,0.00,0.00,0.55,9,0,1200,1379.64,271.36,0.09,11
C12912,2545.61,1.00,0.00,0.00,0.00,1353.80,0.00,0.00,0.00,0.33,8,0,3000,716.42,947.74,0.00,12
C12913,1659.41,1.00,324.00,324.00,0.00,2039.74,0.17,0.17,0.00,0.25,7,3,4000,510.21,542.33,0.00,12
C12914,4484.84,1.00,591.30,0.00,591.30,1402.72,0.75,0.00,0.75,0.08,1,23,6500,1476.73,1233.34,0.00,12
C12915,335.36,1.00,3237.47,3237.47,0.00,0.00,0.75,0.75,0.00,0.00,0,19,2000,3137.12,124.83,0.57,12
C12916,8214.86,1.00,5213.41,2396.60,2816.81,0.00,1.00,0.83,0.92,0.00,0,79,15000,2137.64,2046.52,0.00,12
C12917,745.73,0.73,137.70,35.00,102.70,0.00,0.17,0.08,0.17,0.00,0,3,2000,2443.97,3239.40,0.00,12
C12918,302.09,0.82,0.00,0.00,0.00,3688.09,0.00,0.00,0.00,0.17,8,0,2000,4032.53,87.87,0.10,12
C12919,438.55,1.00,3647.61,3403.79,243.82,0.00,1.00,1.00,0.92,0.00,0,65,7500,3130.11,172.08,0.25,12
C12920,646.75,0.82,0.00,0.00,0.00,889.41,0.00,0.00,0.00,0.33,6,0,1350,789.13,184.54,0.00,12
C12921,9266.08,1.00,100.00,0.00,100.00,4383.30,0.33,0.00,0.25,0.17,3,4,17500,2444.12,2603.41,0.00,12
C12922,2735.48,0.64,100.00,0.00,100.00,6964.78,0.33,0.00,0.25,0.50,11,4,9000,1129.13,1362.58,0.00,12
C12923,160.53,0.36,299.38,299.38,0.00,836.77,0.17,0.17,0.00,0.08,4,5,1200,41.24,89.77,0.00,12
C12924,2.39,0.45,115.00,0.00,115.00,0.00,1.00,0.00,0.92,0.00,0,12,8500,99.46,21.50,0.00,12
C12925,199.75,1.00,1569.23,940.51,628.72,0.00,1.00,0.67,0.83,0.00,0,42,7500,1480.65,187.54,0.92,12
C12926,1647.99,1.00,127.46,127.46,0.00,0.00,0.08,0.08,0.00,0.00,0,2,3500,414.26,486.38,0.00,12
C12927,1362.55,1.00,0.00,0.00,0.00,73.99,0.00,0.00,0.00,0.09,1,0,1500,312.51,357.30,0.00,11
C12928,2221.25,0.55,0.00,0.00,0.00,6448.25,0.00,0.00,0.00,0.33,12,0,7000,397.80,477.92,0.00,12
C12929,101.14,1.00,1411.82,546.02,865.80,0.00,1.00,1.00,0.83,0.00,0,42,3500,1357.40,176.90,0.75,12
C12930,19.41,1.00,229.92,0.00,229.92,0.00,1.00,0.00,1.00,0.00,0,12,2000,254.15,142.38,0.50,12
C12931,189.12,1.00,429.88,0.00,429.88,0.00,1.00,0.00,1.00,0.00,0,19,10000,723.78,203.34,0.00,12
C12932,67.86,0.36,295.64,189.00,106.64,0.00,0.67,0.08,0.67,0.00,0,9,3000,374.78,68.40,0.00,12
C12933,1338.32,0.91,0.00,0.00,0.00,1961.77,0.00,0.00,0.00,0.08,1,0,2000,2313.97,398.03,0.11,12
C12934,5099.85,1.00,805.45,695.90,109.55,587.44,0.83,0.42,0.67,0.25,4,22,5000,1922.30,3777.38,0.00,12
C12935,68.22,0.91,537.68,0.00,537.68,0.00,0.92,0.00,0.92,0.00,0,22,3000,577.38,182.87,0.45,12
C12936,4028.76,1.00,361.07,104.38,256.69,0.00,1.00,0.17,1.00,0.00,0,18,4300,1279.93,1537.99,0.00,12
C12937,9.73,0.64,99.24,0.00,99.24,0.00,0.58,0.00,0.58,0.00,0,8,1000,195.35,104.21,0.14,12
C12938,224.92,0.55,2330.00,0.00,2330.00,0.00,0.50,0.00,0.42,0.00,0,6,7500,3795.42,194.17,1.00,12
C12939,1378.91,1.00,0.00,0.00,0.00,454.31,0.00,0.00,0.00,0.42,5,0,1500,782.71,424.42,0.00,12
C12941,2017.95,1.00,1137.55,1137.55,0.00,145.94,0.33,0.33,0.00,0.17,2,14,2500,2416.25,667.81,0.00,12
C12943,409.19,0.55,1213.23,1213.23,0.00,1751.42,0.25,0.25,0.00,0.42,8,9,6000,5997.80,178.42,0.00,12
C12944,3130.54,1.00,428.16,428.16,0.00,688.36,0.33,0.33,0.00,0.25,3,7,4300,734.93,688.85,0.00,12
C12945,1143.41,1.00,0.00,0.00,0.00,47.24,0.00,0.00,0.00,0.08,1,0,1200,283.07,353.61,0.00,12
C12946,4215.77,1.00,0.00,0.00,0.00,7870.35,0.00,0.00,0.00,0.42,16,0,7500,5197.38,1561.71,0.08,12
C12947,54.95,0.64,470.12,0.00,470.12,0.00,0.33,0.00,0.33,0.00,0,4,10000,1042.21,178.11,0.67,12
C12948,1539.46,1.00,629.78,423.89,205.89,0.00,0.33,0.08,0.17,0.00,0,6,2000,559.34,467.52,0.00,12
C12949,2589.50,1.00,0.00,0.00,0.00,2529.71,0.00,0.00,0.00,0.17,4,0,5000,1647.94,687.72,0.00,12
C12950,798.07,1.00,660.02,530.19,129.83,189.78,0.33,0.33,0.25,0.08,2,16,2050,1238.47,328.25,0.00,12
C12951,6877.33,1.00,0.00,0.00,0.00,3801.15,0.00,0.00,0.00,0.25,3,0,9000,1370.86,1757.15,0.00,12
C12952,234.54,1.00,2453.46,408.97,2044.49,0.00,1.00,0.33,1.00,0.00,0,54,6500,2869.93,199.54,0.75,12
C12953,4420.69,1.00,0.00,0.00,0.00,3202.93,0.00,0.00,0.00,1.00,32,0,4600,2831.14,2544.87,0.00,12
C12954,5757.92,1.00,5544.45,3169.20,2375.25,2722.52,1.00,0.75,1.00,0.42,8,59,7000,2370.15,2411.31,0.00,12
C12955,2341.63,1.00,2153.83,1260.08,893.75,0.00,0.92,0.08,0.92,0.00,0,13,7500,774.50,688.14,0.00,12
C12956,1022.69,1.00,409.92,0.00,409.92,177.19,1.00,0.00,1.00,0.25,6,12,1000,774.61,940.66,0.00,12
C12957,1497.87,1.00,806.64,681.69,124.95,0.00,0.83,0.75,0.42,0.00,0,26,1700,826.30,857.42,0.00,12
C12958,115.34,1.00,54.67,0.00,54.67,727.57,0.17,0.00,0.17,0.17,2,2,1200,410.87,115.04,0.00,12
C12959,1175.75,1.00,848.26,115.00,733.26,1032.46,0.92,0.08,0.83,0.08,2,12,1200,2117.53,838.14,0.08,12
C12960,512.06,0.82,921.20,664.73,256.47,0.00,0.42,0.17,0.25,0.00,0,7,5500,1851.55,786.59,0.00,12
